63;7;ID35 - 08:50:40;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
64;7;ID36 - 08:52:07;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
65;7;ID37 - 08:53:37;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
66;7;ID36 - 08:52:08;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
67;7;ID37 - 08:53:38;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
68;7;ID36 - 08:52:09;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
69;7;ID37 - 08:53:39;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
70;7;ID36 - 08:52:10;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
71;7;ID37 - 08:53:40;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
72;7;ID36 - 08:52:11;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
73;7;ID37 - 08:53:41;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
74;7;ID36 - 08:52:12;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
75;7;ID37 - 08:53:42;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
76;7;ID36 - 08:52:13;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
77;7;ID37 - 08:53:43;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
78;7;ID36 - 08:52:14;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
79;7;ID37 - 08:53:44;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
80;7;ID36 - 08:52:15;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
81;7;ID37 - 08:53:45;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
82;7;ID36 - 08:52:16;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
83;7;ID37 - 08:53:46;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
84;7;ID36 - 08:52:17;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
85;7;ID37 - 08:53:47;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
86;7;ID36 - 08:52:18;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
87;7;ID37 - 08:53:48;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
88;7;ID36 - 08:52:19;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
89;7;ID37 - 08:53:49;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
90;7;ID36 - 08:52:20;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
91;7;ID37 - 08:53:50;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
92;7;ID36 - 08:52:21;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
93;7;ID37 - 08:53:51;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
94;7;ID36 - 08:52:22;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
95;7;ID37 - 08:53:52;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
